Timestamp,What is your age group?,What gender do you identify with?,How would you describe your ethnicity?,Do you consider yourself to have a disability or long term health condition?,What is your sexual orientation?,Please indicate the following about your employment status:,What is your religious belief?,Where do you currently live?,Had you been to a sauna before you came to Community Sauna?,How did you hear about the Community Sauna?,How often do you visit our sauna?,Which of our sauna locations do you visit most often?,Have you experienced any physical health improvements from using the sauna?,Have you experienced any mental health improvements from using the sauna?,"How important is having regular access to sauna?

On a scale of 1 to 5, where 1 is low and 5 is high",What do you enjoy most about the community sauna?,Are you satisfied with the temperature at our saunas?,"If you’re not satisfied, could you please explain why",Are you satisfied with the amount of customers during the sessions?,"If you’re not satisfied, could you please explain why2",Do you feel a sense of belonging or community when using the sauna?,"How would you rate  the overall cleanliness and hygiene of the sauna facilities?

On a scale of 1 to 5, where 1 is low and 5 is high","How would you rate the staff’s friendliness and professionalism? 

On a scale of 1 to 5, where 1 is low and 5 is high","How would you rate the overall ambiance and atmosphere of the sauna?

On a scale of 1 to 5, where 1 is low and 5 is high","Are the sauna prices reasonable and in line with your expectations?

On a scale of 1 to 5, where 1 is low and 5 is high",What improvements or additions would you like to see in the sauna facilities or services?,"Do you know of any specific location where we could set up a community sauna? (e.g., a park, unused building, or local space)","What improvements would you suggest for the facilities, services, or events?",Are you familiar with our social prescribing offers and services?,"If yes, how did you hear about it?",Please share why community sauna is important to you?,In which area of London would you like us to set up a sauna?,What topics would you like to hear more about from us in our communications? (Select all that apply),Is there anything else you would like to share or comment on regarding your experiences at the community sauna in London?
45695.6983828588,35–44,Male,Prefer not to say,No,Prefer not to Say,Business owner,Prefer not to say,North East London,I was already a regular sauna user,Word of mouth,Monthly,Stratford,Yes,Yes,5,"Improved my fitness performance, Improved mood, Assists me with my mental health resilience, Improved my health",Yes,,Yes,,4,4,4,5,2,"I think educating new customers about the importance of getting in and out of sauna's quickly (so as to not lose heat/temperature) and other etiquette would be a nice touch. Maybe making the sauna area a phone-free zone would be nice so as to not worry about people taking pics etc. (or attracting ""influencers"") though i know this would maybe harm one form of ""marketing"" for the business.",N/A,The booking app needs to make it easier to switch between facilities you're looking to book for. Offer 10-pack discount packages again. No more booking-site/app change please... :) Antechambers on sauna's that can offer them. A display that shows live feed of temperatures in various saunas (based on digital thermometers) would be nice/interesting.,No,,"Because it offers an affordable, friendly and accessible no-frills way to get heat and cold exposure in a nice social setting, in an otherwise expensive city.",North East London,,"This is the main reason I filled out this survey, apologies for the rant. I think a pretty big disservice was done to your loyal customers who pre-purchased sauna credits with you across these multiple app/booking-site changes, as the process to transfer these over was onerous, not well-communicated and not immediate (requiring your customer to reach out to make this happen) and inevitably mean many customers lost money in these transitions (and Community Sauna made/kept money for services not rendered). I don't assume these oversights as malevolent but regardless they weren't fair to the customer. Long-time customers already have stomached the increasing unavailability and prices due to the Community's newfound popularity and that's fine as it's part of growing your services, I would just advocate being proactive in making sure you do right by the customer as you grow and make changes to the business, and to remember at your core is an affordable community experience (don't go all corporate on us please). Rant over :)"
45695.7190584606,25–34,Female,"White (e.g., British, Irish, other European background)",Yes,Bisexual/Pansexual,Unemployed,Atheism,South East London,Once or twice,Word of mouth,Rarely,Peckham,Yes,Yes,5,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Helped me connect with the outdoors",Yes,,Yes,,4,5,5,4,4,,,More changing rooms?,No,,,South East London,"Sauna health benefits, Not-for-profit work",I love it when you come and put essential oils in the sauna! Also the tea is so nice!!
45695.7591328588,25–34,Male,"Mixed or multiple ethnic groups (e.g., White and Black Caribbean, White and Asian)",Yes,Heterosexual,Business owner,Spiritual but not Religious,East London,I was already a regular sauna user,Word of mouth,Weekly,Stratford,Yes,Yes,5,"Improved mood, Assists me with my mental health resilience, Improved my health, I made new friends at the sauna",Sometimes,During busy sessions people come in and out and and its hard to keep the temperature controlled unless there are double doors.,Yes,Overall yes but you have to really come off peak for the best experience.,5,4,5,5,5,,"West Reservoir Centre or Walthamstow Reservoirs would be awesome , so one can dive into a lake after saunaing.",,No,,"The sauna experience is one of the few ways in life to instantly feel happy and relaxed without either hard work or sacrificing health. It brings me joy both in my body and my soul. And I love the community, it’s the first time I’ve felt a part of some wider culture in my city.",North East London,"Sauna etiquette or best practices, Upcoming events",
45695.7649861343,25–34,Non-binary,"White (e.g., British, Irish, other European background)",No,Homosexual,Employed,Judaism,North London,I was already a regular sauna user,Word of mouth,Monthly,Hackney Wick,Not sure,Not sure,4,"Improved mood, Improved sense of belonging to the local community., Helped me connect with the outdoors",Yes,,Yes,,4,4,5,5,4,,,,,,sober socialising experience with quality time away from screens,North East London,"Sauna etiquette or best practices, Upcoming events, Stories and testimonials from the community, Not-for-profit work",
45695.7876348148,55–64,Male,Other ethnic group (please specify): ______________,Yes,Heterosexual,Employed,Spiritual but not Religious,Other (please specify): _______________,Regularly years ago,I searched for a local sauna near my Airbnb ,Rarely,Stratford,Yes,Yes,5,"Helped with physical pain management, Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors",Yes,,Yes,,5,5,5,5,4,Loved it,,,No,,Such nice people. Great idea,,"Behind the scenes, Sauna etiquette or best practices, Upcoming events, Stories and testimonials from the community",Loved it. Came at a time I needed it
45696.4282820602,25–34,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,,East London,Once or twice,Word of mouth,Weekly,Hackney Wick,Not sure,Yes,4,"Helped with physical pain management, Improved mood, Assists me with my mental health resilience, Helped me connect with the outdoors, Increased my body confidence",Yes,,No,Sometimes can get a little crowded in the winter when no one is using the cold plunges. Also the large saunas get soo noisy it can be quite unbearable and a little stress inducing. In the Stratford location there is a group of 7 who always book on a Sunday night. Perhaps there could be restrictions on groups (I.e) they need to book a private sauna or perhaps chattier sessions ,3,4,5,5,5,"See answer above. Perhaps just trying to make a little quieter in some sessions. 
Also some more heat lamps by changing room waiting areas in the winter.  
More hooks for towels around the saunas.
Better inductions/ telling people the rules as a lot of new people come and do things like put loads of water on the coals and not sitting in towels/ showering before.
To be clear I think you guys are awesome and I love coming to the saunas, but you have grown so much in popularity recently it’s good to remind newbies!",,,No,,"I love the space and makes me feel so relaxed to come and use the sauna and cold plunges- it’s definitely my happy place! 
I love relaxing in the cafe afterwards and really enjoy the laid back atmosphere. The staff are awesome and it’s such a gem in Hackney.",North East London,"Sauna etiquette or best practices, Upcoming events",
45696.4620714005,35–44,Male,"White (e.g., British, Irish, other European background)",No,Prefer not to Say,Employed,Atheism,North London,I was already a regular sauna user,Word of mouth,Weekly,Hackney Wick,Yes,Yes,4,"Improved mood, Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors",Yes,,No,Can be a little too crowded sometimes,3,4,4,4,4,Dry floors in changing rooms,,more Aufguss sessions,Yes,Posters,Health benefits,North East London,,
45696.5049796644,25–34,Female,"White (e.g., British, Irish, other European background)",Prefer not to say,Bisexual/Pansexual,Unemployed,Agnosticism,South East London,Never,Word of mouth,Monthly,Peckham,Yes,Yes,4,"Improved mood, Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors",Yes,,Yes,,4,4,5,5,4,,,It has been harder and harder to get a space in the Peckham sauna which I think is because people are travelling from further afield to visit it - more saunas in more places would possibly help,No,,"As someone with low-to-no income, being able to access something that improves my mental health so much for a low cost is incredible",,"Sauna etiquette or best practices, Not-for-profit work",Sometimes the sauna bros put on several ladles of water at once but I don't know how you get them to stop...
45696.5055025231,35–44,Female,"White (e.g., British, Irish, other European background)",Yes,Heterosexual,Employed,Atheism,North London,Once or twice,Word of mouth,Weekly,Hackney Wick,Yes,Yes,5,"Helped with physical pain management, Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Improved my health, Helped me connect with the outdoors, Increased my body confidence",Yes,,Yes,,4,4,4,5,5,,,,Yes,Social Media,,South East London,"Sauna health benefits, Upcoming events",
45696.5059955903,25–34,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Atheism,East London,Never,Word of mouth,Weekly,Hackney Wick,Yes,Yes,5,"Improved mood, Improved sense of belonging to the local community., I made new friends at the sauna",Yes,,Yes,,5,3,4,5,2,would love a second Martin sauna ,,Warm showers,Yes,Social Media,Massively helped my mental health during my secong post partum period. Allowed me to do something for myself,North East London,"Sauna health benefits, Upcoming events, Stories and testimonials from the community, Not-for-profit work",
45696.5076011921,35–44,Female,"White (e.g., British, Irish, other European background)",No,Prefer not to Say,Employed,Agnosticism,East London,I was already a regular sauna user,Word of mouth,Rarely,Hackney Wick,Not sure,Yes,3,"Improved mood, Improved sense of belonging to the local community., Assists me with my mental health resilience, Helped me connect with the outdoors",Yes,,Yes,,4,4,5,5,5,,,More ladders in cold plunges/more accessible cold plunge options,No,,"Really beneficial to my mental health and sense of wellbeing, love the sense of community and that it’s an accessible price point rather than a luxury",South East London,"Sauna health benefits, Behind the scenes, Upcoming events, Stories and testimonials from the community, Not-for-profit work",
45696.5083864236,18–24,Female,"White (e.g., British, Irish, other European background)",No,Heterosexual,Employed,Atheism,South East London,I was already a regular sauna user,Word of mouth,Weekly,Bermondsey,Yes,Yes,5,"Helped with physical pain management, Improved my fitness performance, Improved mood, Improved my health, I made new friends at the sauna, Increased my body confidence",Yes,,Yes,,4,4,5,5,5,,Bringing them to festivals ,Some more changing rooms would be good ,Yes,I did a study on it at university,It’s a reset point in the week. I started going last year alone. It felt like a really nice thing to do alone and I didn’t feel lonely doing it. I’d often talk to people there.,South East London,Upcoming events,
45696.5092007523,25–34,Female,"White (e.g., British, Irish, other European background)",Yes,Heterosexual,Self employed,Christianity,North West London,Once or twice,Word of mouth,Rarely,Hackney Wick,Yes,Yes,4,"Helped with physical pain management, Increased my body confidence",Yes,,Yes,,4,3,4,4,4,,West hampstead some old factorys spaces ,,No,,A space to just be myself in my body without pressure ,North West London,Sauna etiquette or best practices,
45696.5119277083,35–44,Female,"White (e.g., British, Irish, other European background)",No,Bisexual/Pansexual,Employed,Atheism,East London,I was already a regular sauna user,Word of mouth,Rarely,Stratford,Yes,Yes,5,"Improved mood, Assists me with my mental health resilience, Increased my body confidence",Yes,,No,,4,4,5,3,3,,,,Yes,Social Media,I find it essential in body and mind. ,"Walthamstow, but you already are (yay!)","Sauna health benefits, Sauna etiquette or best practices, Upcoming events",Just keep up what you're doing. We love and appreciate it 💖
45696.5123116204,18–24,Female,"Asian or Asian British (e.g., Indian, Pakistani, Bangladeshi, Chinese)",No,Bisexual/Pansexual,Student,Judaism,East London,Never,Word of mouth,Weekly,Hackney Wick,Yes,Yes,5,"Improved mood, Assists me with my mental health resilience, Increased my body confidence",Sometimes,Sometimes in the womens sessions the door is opened and closed too often for it to get hot,Yes,,2,4,5,5,2,It would be nice if there was some kind of student membership,N/A,Hot tubs!,No,,"Its one of the few places in london i am fully comfortable and know i’ll have a beautiful time, its also really helped with my sober journey",North East London,"Sauna health benefits, Behind the scenes, Sauna etiquette or best practices, Upcoming events, Stories and testimonials from the community, Not-for-profit work",
